Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
22/05/2024,30.9383,17.4274,24.4698,29.094,25.2901,23.9357,33.161,36.993,35.7173,28.4892,26.8346,35.9841,42.137,30.3054,55.7441,45.6214,46.2278,38.4831,46.3405,51.2314
23/05/2024,23.1228,20.4721,13.6555,10,12.6984,36.4487,16.9472,42.0486,23.6324,31.2056,34.2929,52.9659,30.8122,14.4025,27.3772,39.4141,27.2755,58.7477,39.2128,43.1271
24/05/2024,33.8525,19.3919,43.7725,37.4298,35.5384,10,24.7567,10,22.3838,38.4193,11.8032,41.101,35.4559,57.071,40.5313,48.165,31.6081,45.9712,50.0404,37.198
25/05/2024,21.0628,10,16.1598,32.8962,10,11.3193,39.0963,23.7775,48.9822,48.9699,53.0976,36.8777,35.883,48.7359,45.061,49.2501,36.378,40.5042,51.0033,67.062
26/05/2024,14.8828,31.7295,29.9104,18.1731,19.7328,19.5151,48.8248,17.9153,28.9544,38.2532,30.2957,42.0767,40.8566,43.4922,38.0034,36.0426,51.8732,41.5076,60.2155,63.486
27/05/2024,27.3883,16.8203,13.8803,23.1091,36.9155,10,27.3992,19.9346,42.6003,35.8999,25.2692,26.6195,28.9074,39.1075,59.8165,39.4305,47.4829,36.2797,34.5721,52.3383
28/05/2024,11.0965,21.6908,21.1426,10,32.8564,31.8696,37.9867,25.4136,19.7009,40.4863,58.1283,43.3319,32.19,31.9153,40.0183,49.9604,44.6827,39.4717,37.5109,33.6709
29/05/2024,10,14.1328,38.7424,10,14.6418,26.5203,16.05,23.0132,36.1116,47.5284,44.4616,30.878,44.3622,47.4162,42.2888,40.9865,40.6143,37.0795,54.8878,53.588
30/05/2024,10,15.9739,10.6465,16.3494,29.426,17.933,35.8649,48.7678,31.3968,33.0262,40.5877,40.1005,33.5714,18.4888,36.4548,43.2702,45.209,39.1499,38.7815,49.841
31/05/2024,11.4939,10,20.5304,15.6998,25.9462,25.7856,23.3496,17.4064,36.6988,32.9128,25.5635,35.2365,43.9745,39.913,42.1023,41.3892,31.3085,61.663,46.8771,40.4717
01/06/2024,11.7716,10,21.7672,41.0621,34.7203,29.4542,23.0887,32.6384,40.8149,46.6106,23.308,33.2329,43.6844,39.3659,73.4774,45.7642,56.1892,38.8925,52.0121,51.696
02/06/2024,24.6521,10,32.1974,12.6188,40.5273,17.4169,18.8838,25.2386,16.2214,32.9602,18.7661,30.8077,24.1342,45.8736,51.8071,34.8927,34.2937,34.9133,56.6484,53.1087
03/06/2024,10,14.8868,24.0096,15.8681,17.8371,26.9891,36.8435,32.6978,34.8317,52.6202,30.4803,34.0689,38.533,37.4502,47.629,29.9172,67.0554,50.2104,27.0304,37.7901
04/06/2024,10,13.0113,20.7985,27.452,10.9023,25.571,16.4522,19.3198,29.5621,19.2258,37.0604,40.5861,33.3772,63.8395,60.6391,27.432,39.2217,53.9759,60.3247,52.7437
05/06/2024,15.6588,19.5533,28.7869,22.9667,25.9031,41.3564,21.0155,32.6102,21.0348,33.5988,27.0968,39.776,41.3472,11.7959,43.4716,34.1458,50.8287,35.7234,51.1955,62.8461
06/06/2024,10.1739,10,10,34.9357,14.2006,27.3745,13.244,20.9872,30.4963,23.5559,33.8299,30.7915,35.2962,37.684,32.5208,47.4819,37.4056,39.5083,47.2687,50.7773
07/06/2024,10,10.9162,10,27.9496,22.1849,33.1215,18.0854,39.9985,37.6193,34.9585,39.8094,50.2132,37.1543,30.682,13.4941,33.8965,35.8115,50.4244,45.0054,55.0639
08/06/2024,10,10,24.7339,27.3867,24.1092,23.3061,34.2214,31.7218,19.7091,31.2809,45.732,20.1994,23.964,43.7002,38.1965,49.1702,27.42,53.8835,50.0307,41.534
09/06/2024,16.0496,20.9501,10,25.0005,43.0602,14.8241,17.0497,38.6012,25.082,31.4613,38.4818,28.0801,57.6162,29.1217,34.617,50.3228,33.5707,54.7206,38.2905,48.4854
10/06/2024,26.2957,10,25.482,20.4416,10,31.9014,10,30.737,26.9649,46.0432,17.134,30.0247,55.9517,44.6986,55.1756,62.9018,55.1785,43.9199,44.4323,49.3741
11/06/2024,10,10,10,26.4482,12.4283,41.3254,24.3891,21.865,29.867,38.9267,39.7839,48.6551,40.1473,42.4103,37.1772,41.8208,42.6063,59.2347,51.8006,47.9661
12/06/2024,20.6252,10,10,14.8788,18.6744,29.9172,29.5083,22.5437,44.313,27.4564,39.2646,27.7194,50.1891,48.9259,52.0417,45.1133,44.133,40.5264,63.2811,49.4331
13/06/2024,44.4275,15.0339,12.6514,23.7538,19.7492,15.2687,14.993,44.2285,35.0511,31.5863,27.6956,21.456,27.302,42.7149,30.536,44.2147,42.8336,47.1995,61.2066,58.8332
14/06/2024,22.8857,11.3809,33.892,21.0561,36.9734,34.7862,24.3319,23.7225,20.6033,40.0319,36.2401,29.2726,31.907,42.5743,29.0684,31.9164,45.3254,73.788,63.3548,47.6719
15/06/2024,10.3069,20.7611,17.6081,38.0844,35.6345,18.9718,37.3304,37.865,39.6116,21.2169,14.8488,40.7428,49.6883,33.8685,52.93,25.7818,37.1058,45.6442,43.4758,38.6404
16/06/2024,19.6313,16.1202,24.6768,10,39.9038,33.6555,21.5492,23.1611,41.2319,36.3131,41.2349,51.4097,41.558,38.9729,30.1893,66.9954,45.7224,26.4749,45.7082,71.1969
17/06/2024,10,13.1905,21.4399,25.2641,18.5188,39.5837,14.8594,34.7574,27.6369,42.9678,20.2546,43.4656,34.0136,62.096,43.4821,51.8232,61.2877,41.77,46.447,30.5376
18/06/2024,11.2559,15.1384,18.6762,11.7506,30.5157,32.6594,23.7018,18.0013,29.8888,46.3424,43.1191,44.8888,12.6252,32.6042,57.3158,40.6271,37.5294,57.627,30.9859,45.9932
19/06/2024,19.302,10.663,10,48.5317,34.9079,34.7867,47.5236,21.7762,36.0181,37.5406,38.0458,43.2721,45.1864,46.2351,65.3128,36.0898,46.4162,52.7921,55.5861,66.9225
20/06/2024,37.3192,22.7912,10,10,12.0481,28.0797,34.8588,18.7038,40.9723,25.5667,32.2724,22.2216,24.5838,50.7916,26.0181,35.9475,39.2162,44.6229,47.9355,46.7502
21/06/2024,19.398,15.4475,17.6896,18.8182,37.5294,27.7213,32.2913,32.5295,29.8314,51.309,27.2688,33.183,30.5196,30.2897,39.0224,47.4277,42.363,46.1802,49.4088,44.9346
22/06/2024,14.9917,19.2952,10,22.4506,38.6362,26.3607,26.707,35.6608,24.017,30.1511,29.8396,36.0752,31.1382,29.6651,18.5956,32.86,66.2956,43.2648,40.8986,66.5907
23/06/2024,10.6202,28.5413,29.211,45.85,24.2422,28.8135,28.1358,30.1964,15.4972,55.9003,23.9371,20.1231,49.6805,28.757,55.7102,33.9057,42.9971,49.4209,44.3264,62.2334
24/06/2024,10,39.3397,37.194,15.2302,10,36.9229,43.4584,43.2556,28.2952,32.5644,41.1124,25.2052,38.9606,53.8686,39.2057,61.4699,57.0436,34.5924,61.6324,59.6633
25/06/2024,10,22.2784,21.361,15.4778,17.2066,26.2178,39.5072,31.2304,29.8102,42.9313,28.404,32.1165,29.6274,34.7927,40.0167,40.532,63.2368,55.5895,29.0485,47.5555
26/06/2024,21.0409,33.3196,13.0176,11.0987,16.0361,15.2297,28.9409,19.7331,37.3524,39.8071,47.2969,30.9219,38.5469,33.9679,48.8638,37.0602,55.0199,57.3451,50.7325,52.6584
27/06/2024,21.6108,22.6981,28.5052,30.3501,29.8411,18.1323,14.4351,21.7562,36.1431,20.9162,49.8329,45.3804,44.4221,49.8355,36.189,32.2582,66.1844,46.8967,43.7004,64.1089
28/06/2024,12.3506,10,10,25.6975,15.3198,27.7587,23.0455,47.8794,21,35.4316,31.9503,30.7988,38.5967,41.7798,21.2468,65.7822,47.2779,43.7206,56.6284,55.5525
29/06/2024,32.658,10.1696,29.9837,22.4627,46.9883,27.0481,32.7015,26.741,56.732,31.4406,40.856,25.0927,24.5398,33.1558,49.7685,37.3684,64.9324,52.9333,64.4639,44.5314
30/06/2024,10,12.52,14.7216,15.0223,24.2767,14.6181,23.0325,34.9372,28.8625,24.538,55.5701,21.2163,25.2536,36.4405,38.1835,40.5224,38.7804,40.6754,55.1206,58.3072
01/07/2024,10,16.8052,40.6351,24.3689,17.9741,11.817,30.0604,39.87,40.0888,26.7382,45.7599,56.1931,39.176,44.2931,45.3282,39.0238,50.8284,48.6023,58.2315,49.924
02/07/2024,25.8451,18.4363,30.2695,30.6666,25.5512,38.8513,21.4024,36.6376,34.0172,38.4743,33.1463,28.0588,52.518,40.9258,40.3337,36.2304,52.5151,37.3568,45.6572,32.0115
03/07/2024,10,19.9453,19.7418,19.7417,21.9566,23.655,24.6322,25.518,32.8622,43.9692,39.1191,40.7178,38.3963,60.3472,54.9042,61.0904,31.3524,59.2701,43.2832,62.2737
04/07/2024,12.7587,33.2862,21.0858,16.2973,38.3317,30.9417,42.1841,33.8368,44.9013,39.1596,39.5857,25.1483,33.0251,52.1326,47.929,38.4478,58.4078,68.3436,26.4029,52.4845
05/07/2024,22.4498,19.9482,21.6977,26.2842,11.3434,12.884,22.7431,42.5369,32.7175,43.4248,43.1237,26.4133,21.0729,50.7442,32.3899,28.284,45.7924,46.555,58.5245,56.9146
06/07/2024,30.1132,10,20.1419,17.0436,17.6077,33.0001,20.4421,33.6848,42.1857,27.8047,43.663,34.6668,42.5379,39.1567,48.9426,40.2536,44.9825,32.5292,40.7811,59.5224
07/07/2024,10,10,23.6811,18.2647,14.2663,28.0321,20.0429,22.0505,36.625,36.4813,40.7216,42.1924,40.9292,32.5141,46.3319,44.5257,32.9707,37.1681,51.4617,55.2802
08/07/2024,14.6462,35.3212,21.902,22.9391,24.8601,28.2934,43.9363,27.384,35.2943,36.3632,26.8583,32.7206,37.6861,33.8849,32.9079,26.634,50.8377,41.5654,57.7056,58.5764
09/07/2024,17.4146,41.7196,18.7534,21.4747,11.6944,28.1426,25.653,18.5326,39.6313,40.748,19.9117,34.1805,35.7809,38.2261,57.4798,45.5715,52.4433,52.7404,57.6227,33.645
10/07/2024,27.2016,28.2875,28.5222,10.5194,10,33.3438,34.6364,10,40.9067,27.2556,62.1061,35.1616,37.7863,35.3329,53.5639,54.6867,24.7351,51.0433,40.059,41.9688
11/07/2024,23.53,21.6681,23.2921,26.4085,10,26.9521,17.2738,14.9617,30.9737,31.853,29.4093,38.1382,40.5196,51.704,44.0874,60.5531,48.7227,25.9068,52.1225,40.1048
12/07/2024,14.9718,24.8103,32.0109,22.3758,16.6883,22.3474,27.7795,34.185,42.5065,28.6288,35.2751,34.5566,33.3459,40.133,32.9491,40.7229,46.1661,54.9088,64.3327,51.8671
13/07/2024,10,19.2996,10,39.2622,18.5266,33.9941,29.7225,28.3781,32.4218,24.2677,35.7584,26.8255,32.9012,40.6118,53.1447,24.5589,49.5301,55.176,29.5455,40.7258
14/07/2024,15.1469,23.5871,13.2343,10,19.6671,29.1938,33.6481,26.3907,28.6932,28.6502,37.5231,38.0737,34.6366,53.8377,24.9582,28.406,63.3013,62.7467,58.5487,52.5204
15/07/2024,27.9144,26.7232,30.3343,14.6227,23.0499,19.2147,38.529,45.5831,27.1101,40.5463,53.7136,21.2201,33.1455,43.74,56.9889,35.6563,62.2461,42.6488,61.2865,50.2704
16/07/2024,10,12.4746,17.808,28.1853,10,33.9269,21.5268,20.5555,36.5299,21.8046,38.2967,33.9804,42.1792,49.5381,32.2778,31.4572,52.4514,54.3564,51.0277,45.3659
17/07/2024,23.4331,14.3557,18.891,26.2898,10,38.8848,18.2373,30.8271,37.1149,44.6339,40.9888,35.2245,32.4284,27.9896,30.4313,56.8848,44.3508,62.3524,46.7022,58.2329
18/07/2024,16.2561,12.5607,21.8324,26.1469,22.1649,19.881,17.8988,35.1556,33.9233,45.3066,27.8496,51.5118,14.5259,54.7179,40.3932,46.2681,49.5624,46.793,44.0505,58.3105
19/07/2024,21.4085,13.8607,14.863,26.9626,27.2991,23.8144,10,26.8246,39.1835,20.8295,23.6215,32.544,35.5011,45.5457,55.4798,24.7124,46.8803,35.8566,45.4298,49.2427
20/07/2024,10,25.4028,27.8319,12.1011,22.9993,42.0453,23.4151,10,25.521,44.3837,55.5554,42.8814,45.3665,32.2528,49.7562,61.2853,27.9609,44.2427,39.4681,46.5269
21/07/2024,22.71,15.6551,11.8792,19.9234,30.1616,13.9849,28.9692,33.0299,27.6061,41.2824,27.911,26.0218,46.8712,38.1086,53.4075,39.2866,35.3859,45.1306,52.0403,54.6211
22/07/2024,12.2117,27.766,19.3159,19.098,32.7469,38.8296,19.1563,44.5889,35.8381,37.6189,11.174,33.8788,38.0532,43.3284,39.2986,58.1853,66.7532,43.761,45.1527,53.8464
23/07/2024,17.0487,18.4394,27.0113,43.1819,12.1866,21.9089,33.0573,20.8749,22.0644,23.8521,36.4056,49.3011,38.2806,47.2718,66.7366,45.3476,41.5164,45.2976,41.2887,44.6386
24/07/2024,23.3377,30.8083,30.7865,10,31.0062,34.3731,17.4671,39.5086,32.8367,43.5718,30.1806,32.606,29.1793,37.5519,38.6677,43.7952,45.2257,61.3351,52.3676,57.4551
25/07/2024,25.4121,15.2303,20.0331,18.9836,27.572,27.6482,49.5179,23.8371,40.5014,38.8266,27.6956,33.4137,48.6442,24.8995,27.4719,40.7863,44.1447,50.0801,47.6784,46.5311
26/07/2024,10,37.1593,10.349,47.3258,31.2747,20.6126,30.0074,22.003,35.861,29.5818,37.5612,29.8357,29.5507,32.1078,56.0741,56.6052,43.6536,56.5588,44.6044,35.7535
27/07/2024,26.7992,22.6593,31.8895,34.9289,22.9678,27.2468,35.1496,29.9867,22.206,39.9648,34.425,42.318,43.1364,43.4152,44.3807,51.8923,52.6192,60.8414,42.7859,48.7031
28/07/2024,17.6298,19.8192,16.5079,14.1543,19.3976,24.0635,53.3224,24.0573,49.6855,41.3594,38.3052,36.0331,27.7382,44.8078,26.5071,39.1604,50.1556,45.6217,60.0852,34.8981
29/07/2024,30.3976,21.6003,15.0095,18.6006,31.3691,18.7605,38.4391,10,32.9768,28.5304,25.8528,40.8861,43.6631,16.8786,42.125,40.3512,54.2435,56.7123,57.3226,54.214
30/07/2024,10,24.182,14.0195,36.5752,10.135,37.4374,39.1318,34.9063,24.0248,31.522,19.9974,28.0018,36.6018,61.2417,52.5858,44.2793,51.7029,42.8651,59.2546,49.9951
31/07/2024,26.885,29.0991,40.8866,13.3145,10,27.7514,25.4919,10,29.303,59.5661,43.9948,42.9907,26.9257,34.6674,16.7464,43.588,54.2123,44.8213,72.5469,57.9023
01/08/2024,23.7769,21.9546,32.8694,33.2995,28.3239,40.9509,14.7808,40.2717,23.335,34.2988,41.8282,32.5346,32.4212,43.0977,39.2707,40.0742,45.76,44.0572,45.8939,62.9049
02/08/2024,21.1914,29.621,28.354,33.0918,21.7866,22.4125,29.6621,26.3164,34.26,43.0551,27.0667,44.9182,42.705,45.8498,31.3093,40.2209,40.1552,42.9881,46.5176,43.3305
03/08/2024,10,10,22.3096,28.8722,33.7351,18.1206,21.275,34.4008,35.5559,32.752,35.8638,34.0295,49.2306,35.4836,42.3741,26.8608,52.4516,39.6304,52.7897,50.8579
04/08/2024,26.0919,10,21.9612,25.9154,25.7557,21.8483,19.8601,40.4404,44.592,20.6184,26.4712,36.7102,35.2923,32.2295,47.079,38.1937,49.1327,34.8715,60.5616,57.0386
05/08/2024,15.4011,10,10,10,24.2902,36.1183,11.3282,26.6261,40.9732,40.4062,26.6163,43.9962,44.3933,30.3586,15.883,56.4336,31.7735,50.0569,54.5446,57.7661
06/08/2024,35.2199,10,22.4135,35.1996,18.3626,26.1213,37.3475,26.9202,23.1547,47.5384,22.9473,25.8043,47.0764,36.521,42.1848,44.0661,39.918,62.7067,43.2853,55.8496
07/08/2024,16.6714,14.0749,10,29.5705,22.8947,29.1512,26.4171,21.27,22.2656,40.4127,22.2064,34.9148,44.6835,42.8604,24.6278,58.6329,43.612,28.0523,33.9528,39.0476
08/08/2024,18.9888,17.1367,33.2759,23.8699,14.4856,34.7536,38.3688,14.9869,40.8549,14.5361,23.2073,54.7611,42.9937,36.7008,39.5323,42.2562,19.3552,43.2175,60.3774,53.2386
09/08/2024,10,30.4007,12.6695,49.3435,16.2474,25.8412,39.8247,17.398,30.6922,34.0642,32.5691,41.0084,40.8789,44.6714,41.3029,53.7992,56.1316,48.5588,45.4632,53.2227
10/08/2024,13.2054,22.9802,32.0812,29.0702,15.9945,21.8493,41.6757,37.9385,23.7665,26.0742,29.7545,30.3881,50.4198,57.3219,39.4171,46.4037,39.5518,57.3197,39.6519,45.9489
11/08/2024,10,23.6531,18.9773,30.6823,26.5319,27.5971,34.1366,34.8381,26.6789,30.9658,31.5136,36.2752,27.4714,35.4364,24.5886,35.4342,28.9365,54.9247,59.6072,57.8459
12/08/2024,16.3561,10,10,17.1472,36.7867,25.5814,32.435,22.8832,33.1828,53.8427,23.4748,35.0142,45.5011,42.6251,36.5809,45.133,45.3677,47.926,54.9614,53.05
13/08/2024,27.5618,11.1254,27.2403,29.3295,30.673,31.1082,18.7006,37.9386,34.9354,40.6353,35.5178,26.4382,38.2339,37.285,45.3403,41.6232,30.5987,43.8801,46.3067,44.1266
14/08/2024,30.4221,20.6658,28.0864,28.1683,36.7153,17.0073,25.1311,17.1033,17.5549,38.1327,41.2338,29.8721,45.5174,44.7541,48.1235,39.8282,43.0344,55.6985,60.1827,43.7367
15/08/2024,10,27.8392,19.9383,10,15.7537,16.6753,25.9413,29.433,26.7316,35.7509,17.0992,35.5408,33.9028,43.6058,47.6077,57.4354,45.4363,39.6996,52.026,49.1865
16/08/2024,29.9002,29.8508,20.8564,26.6117,24.6385,11.9072,26.9563,28.0147,40.1203,30.6647,15.6494,38.1214,51.2437,34.8566,25.6698,58.9459,45.5269,55.2944,36.9554,54.7245
17/08/2024,10,35.5924,20.0323,27.0578,10,36.0834,28.1308,19.4109,31.6437,50.039,42.8129,33.4341,58.2441,30.6959,56.5154,52.4961,42.5199,49.5237,42.709,50.9091
18/08/2024,10,19.9408,14.2877,33.6952,25.7397,33.1674,21.5937,34.3095,27.4287,41.6207,30.2419,28.0339,33.5441,54.9235,32.1393,56.1002,36.6971,42.2447,54.3742,63.0191
19/08/2024,27.0695,28.6101,14.785,44.3326,10.0512,22.2292,31.3582,42.9764,47.3371,63.5939,26.5836,39.9737,53.477,27.5319,55.3752,45.7001,43.7831,38.5535,43.5709,44.549
20/08/2024,12.7314,20.0872,10,25.7986,19.69,31.5988,34.5458,30.2301,36.4455,30.4739,35.9198,37.5188,46.5324,31.2201,40.6536,45.6694,42.3371,39.5598,55.5794,48.6171
21/08/2024,13.4041,27.6003,20.7109,33.7997,22.8416,37.892,28.0031,41.9341,33.0984,47.3116,32.9127,33.2463,50.2697,36.863,24.0461,37.1603,61.5072,46.1034,41.0161,53.2377
22/08/2024,10,19.1067,26.9286,10.2674,25.9204,14.623,30.632,17.5486,28.2824,33.1901,35.5998,40.0708,48.1693,44.6767,46.5554,37.8646,38.4664,52.5349,45.526,18.8976
23/08/2024,10,25.8062,10,21.0576,10,31.8362,43.2761,33.233,10,48.3736,40.0154,35.2,52.8234,46.6076,40.7495,59.6621,43.5609,50.8952,67.2295,40.7542
24/08/2024,10,24.7164,11.663,27.6699,27.922,34.56,21.8199,50.3538,37.2409,52.1013,25.7395,45.7357,47.0624,10,40.0866,54.7121,38.0722,64.031,58.921,43.0336
25/08/2024,28.0229,19.9251,12.8147,37.2543,33.1038,14.1499,44.5577,24.2591,34.2674,38.2888,45.4815,58.4372,42.0046,33.0796,23.0754,46.0147,54.344,44.8587,52.0429,48.0663
26/08/2024,25.1831,34.9872,23.4861,17.0603,17.077,22.9464,27.5936,29.1584,31.1,28.3425,15.1026,25.5979,42.8714,28.7472,35.7967,41.5373,54.3687,36.5318,40.1734,61.7042
27/08/2024,10,20.22,27.7617,25.4206,21.8733,12.4057,29.5912,33.9274,40.9663,33.7397,46.1744,51.4444,51.1037,37.8209,37.0365,31.662,46.3819,56.6664,49.111,49.3185
28/08/2024,28.8644,18.2847,19.4861,44.3063,31.7996,12.7198,13.5691,19.1224,24.3934,17.4596,39.2692,25.1521,44.5953,31.1536,54.9562,45.4159,53.838,57.5205,52.5982,73.8389
29/08/2024,14.0257,21.7915,45.7151,32.0937,19.2264,19.354,24.8525,31.3055,10,40.754,23.2869,43.2047,51.2119,44.0755,26.0581,40.5015,42.6361,63.0905,23.8471,38.7065
30/08/2024,20.4114,10,22.968,10,27.6601,27.0495,20.407,37.3174,29.346,36.4598,38.7021,14.3105,35.7584,50.4855,24.8009,45.2999,39.4693,59.1453,44.782,40.6087
31/08/2024,10,28.4263,16.0899,25.0133,13.2148,27.1991,11.9119,24.7001,41.5127,47.1756,32.1951,38.1122,35.808,38.0227,33.7904,49.5144,51.0119,30.4009,52.4389,28.9374
01/09/2024,19.3966,10.7697,13.6964,18.2331,32.4664,26.1587,45.1567,24.0295,31.3321,29.6804,41.3757,34.7569,59.7561,38.5941,51.8052,46.9386,38.1099,34.2842,55.0264,56.8297
02/09/2024,24.3788,22.9177,13.7315,29.9685,19.4359,15.0335,44.7527,13.5747,32.1299,22.7804,29.9324,18.315,35.0867,47.8938,43.2405,43.8826,47.0714,33.8459,46.7849,38.112
03/09/2024,28.9144,20.2003,25.3344,19.0083,28.4385,49.5096,42.1241,54.4495,41.571,41.1422,20.5034,34.4478,21.3767,35.5476,47.8748,35.3573,45.3524,41.1676,73.0186,67.0018
04/09/2024,14.7766,22.1017,29.3665,27.3056,15.4974,41.7971,21.4124,11.2701,36.8937,10,24.8731,43.2895,35.101,53.2196,41.6448,50.3781,47.5425,55.4822,53.4984,63.8152
05/09/2024,28.1299,24.7677,10,13.9654,10,34.1999,49.3082,20.8723,57.3033,43.3731,58.0053,41.5207,45.4724,35.8776,36.0827,62.1896,54.4814,58.2338,43.5022,66.2316
06/09/2024,19.6834,28.0028,16.0136,26.0688,19.5844,28.9231,27.5428,39.3403,27.9232,27.0898,32.7493,34.2018,49.6307,38.5589,45.3469,37.8366,57.4127,29.6381,52.8497,55.3114
07/09/2024,12.1054,21.1455,10,17.832,16.456,21.9452,10.7316,45.1389,28.4563,44.5809,53.5569,24.9637,33.3882,46.9328,49.7932,41.9631,54.8689,46.1153,52.5395,63.0452
08/09/2024,18.9766,11.0092,24.3568,30.5984,10.7097,15.9201,28.4921,30.8737,42.9385,36.0567,24.6939,39.6252,55.0808,51.8332,52.2956,37.338,34.8938,26.2248,28.5302,51.3669
09/09/2024,10.8684,17.4712,31.4363,25.1502,36.3699,43.2199,61.772,35.1623,42.7414,37.1983,20.7665,36.7823,35.7673,47.8471,42.9025,61.2071,47.0858,30.9984,56.3967,54.6898
10/09/2024,23.014,14.2412,10.7674,15.6567,33.5403,10,28.7104,27.3007,43.096,34.3804,46.7335,52.8629,10,25.498,43.0546,44.6446,45.3042,52.1777,59.75,64.4999
11/09/2024,15.5654,16.0092,15.8288,10,39.1086,23.0802,47.6342,41.5871,39.2492,13.973,35.4939,43.5316,53.2715,55.6774,41.1755,46.6253,57.0506,45.0403,41.3447,57.6424
12/09/2024,21.8792,12.213,10,16.9818,15.0811,15.7005,36.1335,20.2948,38.2825,31.4455,44.0527,35.6438,52.0265,29.5248,44.0365,53.4555,38.4707,43.3078,32.9144,37.8426
13/09/2024,10,10,39.0814,11.7574,25.3247,36.6019,32.3815,13.9226,43.2368,24.683,36.9401,36.0449,34.7079,46.9145,25.8714,32.9618,35.4219,67.1154,57.2329,44.7605
14/09/2024,22.9604,17.3851,38.474,31.6954,10,30.253,53.1671,21.7801,45.5236,41.6958,25.4908,38.5366,45.2729,27.5436,42.2527,31.2882,35.3047,45.5711,55.9501,58.2132
15/09/2024,24.3017,10,33.3102,34.3085,27.864,33.4121,26.6437,28.9878,54.0775,18.9439,23.7208,45.52,28.5179,43.3593,56.4818,28.3665,52.2379,54.9549,38.6922,40.6368
16/09/2024,10,10.1463,27.0056,21.4753,35.2991,19.4847,26.0968,32.7851,42.9059,31.5055,31.8171,35.0891,26.878,42.8717,36.2136,49.1213,50.7121,47.7268,53.4532,53.1165
17/09/2024,24.4791,11.9623,39.3137,13.1277,13.4031,14.5949,34.5299,15.7866,29.5946,38.982,49.9642,24.7254,41.9102,57.1898,45.1982,50.8612,45.9756,49.3798,46.8699,59.2707
18/09/2024,10,25.1147,10,15.7022,37.3839,29.8239,46.2797,36.205,26.318,41.9868,26.0366,35.8178,60.0155,23.5699,38.8091,40.4741,60.7635,42.6296,55.5359,49.1686
19/09/2024,28.4829,24.0618,32.8379,31.6687,25.4345,22.1668,26.8212,38.3739,26.1828,11.0235,42.8538,29.2965,47.4365,44.9669,20.2996,41.0076,27.3271,24.3528,45.7957,57.496
20/09/2024,10,24.9916,18.8589,34.1515,13.855,26.1687,51.1516,39.7284,15.7435,40.9652,43.2751,30.5164,37.1699,28.0815,36.7909,23.369,56.7974,41.5676,40.6356,28.3384
21/09/2024,10,28.1863,24.8621,14.9155,25.1793,10.2027,41.0732,31.1509,26.3124,24.9111,54.2382,34.2741,51.8887,44.5791,35.1859,65.83,47.9449,47.9342,52.6719,64.2374
22/09/2024,10.4206,34.373,28.3836,36.6665,22.1202,16.5996,36.8811,47.9959,32.4012,37.7704,29.7561,41.6522,42.7525,25.5535,22.4865,57.149,45.1724,46.9409,26.9841,37.1819
23/09/2024,25.3439,45.9055,31.483,23.7847,28.8283,33.985,36.0914,19.3506,68.8603,39.2974,26.9291,44.523,38.1211,40.972,43.9981,42.3275,41.5247,34.3689,52.5634,48.5937
24/09/2024,17.7269,31.1476,23.3622,11.2056,30.1396,18.9035,32.5765,39.9662,17.6367,42.122,28.7957,40.7325,45.1699,25.1097,38.827,47.3358,46.1601,57.1348,35.8846,58.0088
25/09/2024,10,10,20.9308,28.2586,44.0453,20.0589,31.7776,34.6873,34.1271,33.0106,45.2864,35.5464,42.046,36.9689,49.3323,55.9219,60.8141,44.6499,42.289,44.8474
26/09/2024,10,22.2886,25.9965,27.0322,21.1165,10,30.7376,23.2104,37.7993,34.3454,32.7854,37.2004,28.7458,34.8059,41.1644,35.1251,45.4827,37.887,39.1925,50.1664
27/09/2024,12.8681,10,15.9171,16.7744,21.7376,32.7575,20.8558,44.0501,25.14,42.1928,39.0747,40.198,37.5722,47.4096,47.4461,44.1117,31.0889,32.4795,48.7068,48.8722
28/09/2024,30.3861,15.326,19.5678,21.4298,39.8065,30.0497,38.1586,10.2939,30.4528,21.6952,29.5855,25.8375,12.1064,59.2931,38.2343,56.5164,41.6325,56.8907,49.3906,40.6161
29/09/2024,10,21.4739,10,27.8194,10,29.4795,29.6363,17.3892,39.4994,43.2966,46.4969,49.0898,49.8941,53.3373,35.9434,52.3548,45.9005,64.43,47.4377,59.0018
30/09/2024,10,15.1803,24.5126,17.8303,21.9135,34.2864,10,44.5668,10,47.2594,18.963,34.8862,34.5615,44.4519,37.0855,48.5024,42.6888,36.8919,30.929,41.0206
01/10/2024,45.678,10.4493,19.6363,16.3722,26.2374,10,25.6861,27.0055,26.0975,41.0407,42.7791,36.2772,28.3969,42.54,44.2338,64.7447,57.4425,36.24,54.9583,47.1649
02/10/2024,31.913,28.0517,12.7392,24.3924,26.2216,19.8877,41.9433,20.3542,32.8462,32.9207,25.5385,11.6503,63.5316,23.1546,58.0682,63.4001,43.2073,60.025,48.9948,38.0423
03/10/2024,24.7274,35.4367,10,19.608,16.4427,28.9452,39.3007,29.543,29.7121,17.4865,41.2406,37.6382,39.5664,47.0857,48.2633,46.6751,50.1409,58.6476,65.8668,47.8591
04/10/2024,21.3497,25.851,24.2373,18.3029,14.3646,20.8057,33.5315,49.1872,29.9933,17.5555,19.2866,51.2122,37.9928,47.2491,43.3452,48.2635,61.2096,47.0612,47.722,53.6167
